rhoc,R,M,Lambda,I
1.396865337667638250e+15,1.167004165000008875e+01,2.063041919209434916e+00,1.549532496680540561e+01,2.335090391565170176e+00
1.408364017448693500e+15,1.165004175000008679e+01,2.066554486311842798e+00,1.497731239036124151e+01,2.333682860883842469e+00
1.419862697229748750e+15,1.162004190000008386e+01,2.069869240888345452e+00,1.449053141206483630e+01,2.332053293038340858e+00
1.431361377010804000e+15,1.160004200000008190e+01,2.073002641552604164e+00,1.403115747551214021e+01,2.330197462161581967e+00
1.442860056791859500e+15,1.157004215000007719e+01,2.076136094306149094e+00,1.357690965009983941e+01,2.328130157077210605e+00
1.454358736572914750e+15,1.155004225000007523e+01,2.079071971086064341e+00,1.315035151720156392e+01,2.325826532048655082e+00
1.465857416353970000e+15,1.152004240000007229e+01,2.081835267100031306e+00,1.274800782893625595e+01,2.323348368469147385e+00
1.477356096135025250e+15,1.150004250000007033e+01,2.084441367217185093e+00,1.236921790098149820e+01,2.320734600736668263e+00
1.488854775916080500e+15,1.147004265000006562e+01,2.087006885961993241e+00,1.199348149142089603e+01,2.317813636758923046e+00
1.500353455697135750e+15,1.145004275000006366e+01,2.089433816448742931e+00,1.163715346185211708e+01,2.314740826262761342e+00
1.511852135478191000e+15,1.142004290000006073e+01,2.091702564651405805e+00,1.130133161664850050e+01,2.311515834993548513e+00
1.523350815259246250e+15,1.140004300000005877e+01,2.093829401327606199e+00,1.098295491045797334e+01,2.308169529787774898e+00
1.534849495040301500e+15,1.138004310000005681e+01,2.095874107183601787e+00,1.067336381263985245e+01,2.304585225751961897e+00
1.546348174821357000e+15,1.134875092697635601e+01,2.097803129541190970e+00,1.037252102179561319e+01,2.300728129349243201e+00
1.557846854602412250e+15,1.133004335000005014e+01,2.099642128601245883e+00,1.008884951735799618e+01,2.296892975725739472e+00
1.569345534383467500e+15,1.131004345000004818e+01,2.101335143939596417e+00,9.820612478533494283e+00,2.292915549944660292e+00
1.580844214164522750e+15,1.128004360000004525e+01,2.102915617043171093e+00,9.564798776961850990e+00,2.288827577101634425e+00
1.592342893945578000e+15,1.126004370000004329e+01,2.104449673643810304e+00,9.309817140168965111e+00,2.284434733947872775e+00
1.603841573726633250e+15,1.124004380000004133e+01,2.105843137307367385e+00,9.067008406958954936e+00,2.279891743607100896e+00
1.615340253507688500e+15,1.121004395000003662e+01,2.107143933133316605e+00,8.837825975037628012e+00,2.275339482275455794e+00
1.626838933288743750e+15,1.119004405000003466e+01,2.108347012541193610e+00,8.620590265351957271e+00,2.270751757240782265e+00
1.638337613069799000e+15,1.117004415000003270e+01,2.109464023796577159e+00,8.408502450839003828e+00,2.265957811065800520e+00
1.649836292850854500e+15,1.115004425000003074e+01,2.110499060551764838e+00,8.201018042776668793e+00,2.260930049476291170e+00
1.661334972631909750e+15,1.112004440000002781e+01,2.111444496098857204e+00,8.004050180504014733e+00,2.255891389016160709e+00
1.672833652412965000e+15,1.110004450000002585e+01,2.112306084675458440e+00,7.816047366822667541e+00,2.250829113427918582e+00
1.684332332194020250e+15,1.108004460000002211e+01,2.113063840426198770e+00,7.637348189823346623e+00,2.245689557842527773e+00
1.695831011975075500e+15,1.106004470000002016e+01,2.113762537136317565e+00,7.461194397382085342e+00,2.240336027170675148e+00
1.707329691756130750e+15,1.103004485000001722e+01,2.114390008733786797e+00,7.290138905565727079e+00,2.234867502030497111e+00
1.718828371537186000e+15,1.100882164181409095e+01,2.114924447374821881e+00,7.127248434999570392e+00,2.229340320573305334e+00
1.730327051318241250e+15,1.099004505000001330e+01,2.115390544110395954e+00,6.972226380208327079e+00,2.223829724151483944e+00
1.741825731099296500e+15,1.097004515000001135e+01,2.115765350413290946e+00,6.823835110977769958e+00,2.218251611011876179e+00
1.753324410880352000e+15,1.095004525000000761e+01,2.116087142404848187e+00,6.676721099587475727e+00,2.212466262488384405e+00
1.764823090661407250e+15,1.093004535000000566e+01,2.116343716367100392e+00,6.533805854123031942e+00,2.206588757247653465e+00
1.776321770442462500e+15,1.091004545000000370e+01,2.116529929699513701e+00,6.398070170453150851e+00,2.200708464246684315e+00
1.787820450223517750e+15,1.089004555000000174e+01,2.116651867328474435e+00,6.268373129490222517e+00,2.194829959788473062e+00
1.799319130004573000e+15,1.087004564999999978e+01,2.116699502630739360e+00,6.144216199100783982e+00,2.188922046854645753e+00
