rhoc,R,M,Lambda,I
1.449435757573467250e+15,1.348003260000029080e+01,1.990440528420530653e+00,8.488539799936604879e+01,2.812384093194669532e+00
1.459999858931859250e+15,1.347003265000028982e+01,1.990808886794141142e+00,8.429688917929345848e+01,2.809713905310823101e+00
1.470563960290251250e+15,1.347003265000028982e+01,1.991134599461594767e+00,8.372088215893461438e+01,2.806984113443986129e+00
1.481128061648643000e+15,1.346003270000028884e+01,1.991396242203216760e+00,8.317146858010698907e+01,2.804090837730031982e+00
1.491692163007035000e+15,1.345003275000028786e+01,1.991586146926863865e+00,8.261944815628689298e+01,2.800990385361060486e+00
1.502256264365427000e+15,1.344003280000028688e+01,1.991728036402646174e+00,8.205277413981363566e+01,2.797777853785158975e+00
1.512820365723819000e+15,1.344003280000028688e+01,1.991827402303322447e+00,8.156776980490504059e+01,2.794483170589160625e+00
1.523384467082211000e+15,1.343003285000028590e+01,1.991892696732081358e+00,8.108117880444879688e+01,2.791151348766453211e+00
1.533948568440603000e+15,1.342003290000028493e+01,1.991903843305918409e+00,8.060724600827896325e+01,2.787679107633096010e+00
1.544512669798994750e+15,1.341003295000028395e+01,1.991876640011823518e+00,8.017014002170385822e+01,2.784156450231141111e+00
1.555076771157386750e+15,1.341003295000028395e+01,1.991803602355238345e+00,7.968299600930180304e+01,2.780525640203940885e+00
1.565640872515778750e+15,1.340003300000028297e+01,1.991705877914033529e+00,7.925152224056162709e+01,2.776876460450397932e+00
1.576204973874170750e+15,1.339003305000028021e+01,1.991566166485180700e+00,7.883464592009343619e+01,2.773150371523352309e+00
1.586769075232562750e+15,1.338003310000027923e+01,1.991394552078270763e+00,7.841493278536145795e+01,2.769361027549854359e+00
1.597333176590954750e+15,1.338003310000027923e+01,1.991201211585735154e+00,7.802760062773941740e+01,2.765552261760329422e+00
1.607897277949346750e+15,1.337003315000027825e+01,1.990957081482623847e+00,7.761290822164349379e+01,2.761592319166437548e+00
1.618461379307738500e+15,1.336003320000027728e+01,1.990705214393512890e+00,7.725743436003557463e+01,2.757670142014684966e+00
1.629025480666130500e+15,1.335003325000027630e+01,1.990402276057535946e+00,7.685099299717609256e+01,2.753556430004866495e+00
1.639589582024522500e+15,1.335003325000027630e+01,1.990094727867377511e+00,7.651406317009951863e+01,2.749493090954787000e+00
1.650153683382914500e+15,1.334003330000027532e+01,1.989741657888599358e+00,7.615011968982122426e+01,2.745254911343386173e+00
1.660717784741306500e+15,1.333003335000027434e+01,1.989356854985620426e+00,7.579276337022349708e+01,2.740908775024698318e+00
1.671281886099698500e+15,1.332003340000027336e+01,1.988949062322309169e+00,7.544113703304833507e+01,2.736524174787329233e+00
1.681845987458090250e+15,1.331003345000027238e+01,1.988493715548597773e+00,7.509984193288322274e+01,2.731877444208734573e+00
1.692410088816482250e+15,1.331003345000027238e+01,1.988011694223219106e+00,7.473069913258399311e+01,2.727175449653340245e+00
1.702974190174874250e+15,1.330003350000027140e+01,1.987492973508165450e+00,7.438264079689312780e+01,2.722298956820170535e+00
1.713538291533266250e+15,1.329003355000027042e+01,1.986931336120832725e+00,7.403254884271117930e+01,2.717225608269954851e+00
1.724102392891658250e+15,1.328003360000026944e+01,1.986336754425276574e+00,7.367701138170781405e+01,2.712047436235509146e+00
1.734666494250050250e+15,1.327003365000026847e+01,1.985686036081167005e+00,7.331843875811250655e+01,2.706529773404961592e+00
1.745230595608442000e+15,1.326003370000026571e+01,1.985011700586672090e+00,7.296823875242981217e+01,2.700984992592236011e+00
1.755794696966834000e+15,1.325003375000026473e+01,1.984267170043174877e+00,7.260095625837678313e+01,2.695033405977308227e+00
1.766358798325226000e+15,1.324003380000026375e+01,1.983493400082417368e+00,7.223567707617149836e+01,2.688999326153934000e+00
1.776922899683618000e+15,1.323003385000026277e+01,1.982655057854980418e+00,7.186221907258219233e+01,2.682624659301413139e+00
1.787487001042010000e+15,1.322003390000026180e+01,1.981784743743237209e+00,7.148946660192467562e+01,2.676127785355765898e+00
1.798051102400402000e+15,1.321003395000026082e+01,1.980851845374033138e+00,7.111559054817003300e+01,2.669308129821613029e+00
1.808615203758793750e+15,1.320003400000025984e+01,1.979880240561245452e+00,7.073902867057327626e+01,2.662335712291726608e+00
