rhoc,R,M,Lambda,I
7.830567218373870000e+14,1.281003595000021633e+01,1.632006071933936431e+00,2.075838834123672143e+02,1.996689765036189224e+00
7.920737657379900000e+14,1.280003600000021535e+01,1.647760819996630710e+00,1.938643542841152794e+02,2.020944975942205346e+00
8.010908096385930000e+14,1.279003605000021437e+01,1.663123968839069988e+00,1.813663218714364689e+02,2.044482979763707853e+00
8.101078535391960000e+14,1.278003610000021339e+01,1.678110727840590899e+00,1.698853301687258579e+02,2.067311925453445109e+00
8.191248974397990000e+14,1.276003620000021144e+01,1.692713994534482458e+00,1.593705184709311879e+02,2.089420633626200452e+00
8.281419413404020000e+14,1.275003625000020868e+01,1.706944460390140916e+00,1.496983447652867198e+02,2.110825530079637691e+00
8.371589852410050000e+14,1.274003630000020770e+01,1.720815859469264408e+00,1.407982473554941976e+02,2.131539218372954458e+00
8.461760291416081250e+14,1.273003635000020672e+01,1.734329764184627809e+00,1.326035452700443216e+02,2.151575328491405426e+00
8.551930730422111250e+14,1.271003645000020477e+01,1.747488080454209669e+00,1.250481121742102602e+02,2.170924096354897248e+00
8.642101169428141250e+14,1.270003650000020379e+01,1.760310212279141640e+00,1.180511897148169851e+02,2.189624624153330590e+00
8.732271608434171250e+14,1.269003655000020281e+01,1.772791225074090704e+00,1.115762504375367286e+02,2.207659791053223408e+00
8.822442047440201250e+14,1.267003665000020085e+01,1.784941757558509146e+00,1.055830277517752762e+02,2.225056344477794656e+00
8.912612486446231250e+14,1.266003670000019987e+01,1.796769208704238396e+00,1.000144814206953754e+02,2.241810912857667315e+00
9.002782925452261250e+14,1.265003675000019889e+01,1.808284386287415613e+00,9.485411720549900849e+01,2.257960971986852083e+00
9.092953364458292500e+14,1.263003685000019694e+01,1.819482115380263609e+00,9.004967416616632647e+01,2.273479489186131630e+00
9.183123803464322500e+14,1.262003690000019418e+01,1.830382053534914233e+00,8.557072191107761228e+01,2.288413140957397562e+00
9.273294242470352500e+14,1.260003700000019222e+01,1.840985619816742247e+00,8.139375736759015467e+01,2.302761276076588093e+00
9.363464681476382500e+14,1.259003705000019124e+01,1.851294484211812419e+00,7.750547035817621122e+01,2.316526467019764279e+00
9.453635120482412500e+14,1.257003715000018929e+01,1.861320063851169770e+00,7.386310581123400709e+01,2.329720632606883779e+00
9.543805559488442500e+14,1.256003720000018831e+01,1.871071172507664304e+00,7.045872238817936761e+01,2.342377291926355465e+00
9.633975998494472500e+14,1.254003730000018635e+01,1.880547999322708552e+00,6.727613034738764952e+01,2.354489803382473490e+00
9.724146437500502500e+14,1.253003735000018537e+01,1.889759223975618685e+00,6.428320362163761104e+01,2.366069336916224231e+00
9.814316876506532500e+14,1.251003745000018341e+01,1.898714687637196308e+00,6.148235758158953956e+01,2.377141026702164872e+00
9.904487315512563750e+14,1.249003755000017968e+01,1.907413142556922070e+00,5.885050956122560706e+01,2.387700559027419178e+00
9.994657754518593750e+14,1.248003760000017870e+01,1.915863966008045427e+00,5.637492802414886484e+01,2.397765800002558123e+00
1.008482819352462375e+15,1.246003770000017674e+01,1.924076110889663571e+00,5.404567235569155770e+01,2.407355605986298386e+00
1.017499863253065375e+15,1.244003780000017478e+01,1.932048999100262510e+00,5.185412700192942737e+01,2.416470462430215793e+00
1.026516907153668375e+15,1.243003785000017380e+01,1.939790740622892029e+00,4.979167023563501004e+01,2.425125213463925178e+00
1.035533951054271375e+15,1.241003795000017185e+01,1.947311606417668983e+00,4.783804495645387789e+01,2.433341036071624774e+00
1.044550994954874375e+15,1.240003800000017087e+01,1.954608928550033209e+00,4.599792855488605170e+01,2.441113615108421175e+00
1.053568038855477500e+15,1.238003810000016891e+01,1.961690654010679546e+00,4.425733155086889070e+01,2.448454924695795842e+00
1.062585082756080500e+15,1.236003820000016518e+01,1.968566431501758585e+00,4.261293374276463908e+01,2.455391451479620013e+00
1.071602126656683500e+15,1.234003830000016322e+01,1.975234255051234955e+00,4.105605247969057103e+01,2.461916124393440430e+00
1.080619170557286500e+15,1.233003835000016224e+01,1.981702915688618116e+00,3.958212228413879075e+01,2.468046300626550060e+00
1.089636214457889500e+15,1.231003845000016028e+01,1.987979531339455486e+00,3.818394223580709479e+01,2.473800534535597784e+00
1.098653258358492500e+15,1.229003855000015832e+01,1.994063305495057170e+00,3.685616977607689648e+01,2.479174757005579099e+00
1.107670302259095500e+15,1.228003860000015734e+01,1.999962498784902953e+00,3.559876719215262142e+01,2.484188842394723817e+00
1.116687346159698500e+15,1.226003870000015539e+01,2.005681090724275695e+00,3.440155951870512752e+01,2.488847153657157474e+00
1.125704390060301500e+15,1.224003880000015343e+01,2.011222401386414393e+00,3.326549257187230069e+01,2.493161879112815615e+00
1.134721433960904500e+15,1.222003890000014970e+01,2.016591297822171391e+00,3.218272925201682710e+01,2.497140453774011615e+00
1.143738477861507500e+15,1.221003895000014872e+01,2.021794215281784268e+00,3.115724735987501504e+01,2.500800866795824806e+00
1.152755521762110500e+15,1.219003905000014676e+01,2.026829377809380439e+00,3.017486189148743136e+01,2.504131687805467354e+00
1.161772565662713500e+15,1.217003915000014480e+01,2.031707096997690698e+00,2.924153944770107927e+01,2.507166915488093561e+00
1.170789609563316500e+15,1.216003920000014382e+01,2.036426583364082887e+00,2.834951036541549030e+01,2.509890416536024293e+00
1.179806653463919500e+15,1.214003930000014186e+01,2.040997407895383642e+00,2.750055346414475110e+01,2.512337475265479014e+00
1.188823697364522500e+15,1.212003940000013991e+01,2.045416076656174642e+00,2.668692857552428066e+01,2.514492109777190176e+00
1.197840741265125750e+15,1.210003950000013617e+01,2.049692832305611834e+00,2.591130841084199687e+01,2.516378281504051628e+00
1.206857785165728750e+15,1.209003955000013519e+01,2.053825827498279022e+00,2.516818530312939473e+01,2.517991815919460308e+00
1.215874829066331750e+15,1.207003965000013324e+01,2.057821370939607597e+00,2.446127607353475142e+01,2.519349092489976183e+00
1.224891872966934750e+15,1.205003975000013128e+01,2.061683707178589398e+00,2.378306225976527344e+01,2.520455253652364114e+00
1.233908916867537750e+15,1.203003985000012932e+01,2.065413760656404918e+00,2.313153650005347828e+01,2.521320036070330950e+00
1.242925960768140750e+15,1.202003990000012834e+01,2.069015576130750489e+00,2.250992011444373375e+01,2.521948165416545873e+00
1.251943004668743750e+15,1.200004000000012638e+01,2.072492746914865958e+00,2.191302424287073336e+01,2.522343009828478255e+00
1.260960048569346750e+15,1.198004010000012265e+01,2.075849460863854912e+00,2.134114368505165515e+01,2.522523601233451984e+00
1.269977092469949750e+15,1.197004015000012167e+01,2.079085008124772926e+00,2.079204326764593347e+01,2.522477824284140357e+00
1.278994136370553000e+15,1.195004025000011971e+01,2.082206294386825807e+00,2.026425742449571743e+01,2.522227838412979928e+00
1.288011180271156000e+15,1.193004035000011775e+01,2.085213422030695707e+00,1.975887709242531542e+01,2.521773089991400152e+00
1.297028224171759000e+15,1.191004045000011580e+01,2.088110033377676089e+00,1.927374291832068565e+01,2.521121316040451976e+00
1.306045268072362000e+15,1.190004050000011482e+01,2.090898948115742950e+00,1.880531633078435050e+01,2.520278877014227259e+00
1.315062311972965000e+15,1.188004060000011286e+01,2.093584403970181196e+00,1.835622111864107353e+01,2.519257558458680712e+00
1.324079355873568000e+15,1.186004070000011090e+01,2.096165304929537232e+00,1.792444924883391266e+01,2.518049131566805876e+00
1.333096399774171000e+15,1.185004075000010815e+01,2.098648105598814873e+00,1.750847820161172308e+01,2.516674681685801218e+00
1.342113443674774000e+15,1.183004085000010619e+01,2.101032176595486245e+00,1.710749482507427288e+01,2.515127097176966142e+00
1.351130487575377000e+15,1.181004095000010423e+01,2.103320670179855245e+00,1.672200838999761885e+01,2.513417767607816877e+00
1.360147531475980000e+15,1.180004100000010325e+01,2.105516536915016612e+00,1.635080862803133073e+01,2.511550166443508481e+00
1.369164575376583000e+15,1.178004110000010130e+01,2.107624108874921465e+00,1.599209014634487502e+01,2.509538751659585731e+00
1.378181619277186000e+15,1.176004120000009934e+01,2.109640129407757581e+00,1.564648417160683103e+01,2.507369935695104690e+00
1.387198663177789000e+15,1.175004125000009836e+01,2.111571604073445130e+00,1.531350308127587212e+01,2.505065240136863824e+00
1.396215707078392000e+15,1.173004135000009640e+01,2.113417852730825164e+00,1.499087968095379608e+01,2.502616199410637510e+00
1.405232750978995000e+15,1.171004145000009267e+01,2.115183982202040180e+00,1.468057107377452297e+01,2.500044388481296398e+00
1.414249794879598000e+15,1.170004150000009169e+01,2.116868155441304022e+00,1.438026979954716822e+01,2.497336126442462501e+00
1.423266838780201000e+15,1.168004160000008973e+01,2.118473822886945523e+00,1.409169437615055109e+01,2.494501924327737097e+00
1.432283882680804000e+15,1.166004170000008777e+01,2.120003908212772625e+00,1.381110118263023878e+01,2.491550612122991559e+00
1.441300926581407000e+15,1.165004175000008679e+01,2.121460549931621919e+00,1.354084086133970466e+01,2.488487203912359558e+00
1.450317970482010000e+15,1.163004185000008484e+01,2.122844294435447754e+00,1.327861380885946296e+01,2.485309543052808046e+00
1.459335014382613250e+15,1.162004190000008386e+01,2.124155399425302182e+00,1.302589022252041318e+01,2.482019174159439956e+00
1.468352058283216250e+15,1.160004200000008190e+01,2.125398604533637048e+00,1.278072033259644513e+01,2.478629064031476759e+00
1.477369102183819250e+15,1.158004210000007816e+01,2.126573243674626301e+00,1.254327175501363101e+01,2.475131846465513874e+00
1.486386146084422250e+15,1.157004215000007719e+01,2.127683152301154568e+00,1.231387566172458392e+01,2.471544218676114291e+00
1.495403189985025250e+15,1.155004225000007523e+01,2.128728541292117082e+00,1.209194177506501333e+01,2.467859119597663575e+00
1.504420233885628250e+15,1.154004230000007425e+01,2.129711417397258000e+00,1.187605166884461028e+01,2.464088534654917950e+00
1.513437277786231250e+15,1.152004240000007229e+01,2.130633796353829101e+00,1.166710215281853813e+01,2.460232136898857114e+00
1.522454321686834250e+15,1.150004250000007033e+01,2.131496060745055043e+00,1.146440309519002199e+01,2.456291249692675205e+00
1.531471365587437250e+15,1.149004255000006935e+01,2.132300245318672793e+00,1.126789621587801449e+01,2.452269219273631062e+00
1.540488409488040250e+15,1.147004265000006562e+01,2.133047052557448087e+00,1.107747657777196970e+01,2.448168797232941785e+00
1.549505453388643250e+15,1.146004270000006464e+01,2.133739406654858506e+00,1.089247733775059501e+01,2.443997141040537002e+00
1.558522497289246250e+15,1.144004280000006268e+01,2.134378322069622413e+00,1.071319334606949170e+01,2.439754765707581097e+00
1.567539541189849250e+15,1.143004285000006170e+01,2.134961430639538804e+00,1.053961320593334960e+01,2.435434731169935141e+00
1.576556585090452250e+15,1.141004295000005975e+01,2.135496864969379960e+00,1.037040688674596467e+01,2.431063302406469173e+00
1.585573628991055250e+15,1.140004300000005877e+01,2.135979792386124121e+00,1.020691629768862363e+01,2.426618631928935788e+00
1.594590672891658500e+15,1.138004310000005681e+01,2.136415996605306677e+00,1.004749886438786177e+01,2.422121372228396741e+00
1.603607716792261500e+15,1.136004320000005485e+01,2.136801657714214375e+00,9.892179298917163521e+00,2.417558143366187018e+00
1.612624760692864500e+15,1.135004325000005387e+01,2.137141750510612059e+00,9.741456741120229523e+00,2.412939467265685423e+00
1.621641804593467500e+15,1.133004335000005014e+01,2.137438433224155165e+00,9.595010102739312430e+00,2.408277284794707374e+00
1.630658848494070500e+15,1.132004340000004916e+01,2.137686896905530709e+00,9.452783504646596668e+00,2.403550391294053235e+00
1.639675892394673500e+15,1.130004350000004720e+01,2.137894071677647112e+00,9.314782430658844703e+00,2.398781312508045716e+00
1.648692936295276500e+15,1.129004355000004622e+01,2.138058771514144141e+00,9.179634533231547877e+00,2.393965373844741951e+00
1.657709980195879500e+15,1.128004360000004525e+01,2.138184142922883613e+00,9.048881439848637243e+00,2.389110919299281210e+00
1.666727024096482500e+15,1.126004370000004329e+01,2.138267846138706574e+00,8.921371396439944590e+00,2.384209353624791028e+00
1.675744067997085500e+15,1.125004375000004231e+01,2.138313556291687068e+00,8.797510291926480264e+00,2.379270162341704520e+00
1.684761111897688500e+15,1.123004385000004035e+01,2.138320153962375070e+00,8.676307741945619156e+00,2.374290551182180131e+00
1.693778155798291500e+15,1.122004390000003937e+01,2.138290491663742632e+00,8.558904266925987159e+00,2.369276974400424507e+00
1.702795199698894500e+15,1.120004400000003564e+01,2.138222940588940801e+00,8.443873010834556325e+00,2.364223699424871317e+00
1.711812243599497500e+15,1.119004405000003466e+01,2.138121708662183096e+00,8.332082170681836431e+00,2.359144398063364179e+00
1.720829287500100500e+15,1.117004415000003270e+01,2.137985795501366137e+00,8.223655192911230927e+00,2.354032704070173398e+00
1.729846331400703500e+15,1.116004420000003172e+01,2.137813594438159104e+00,8.117486020219217835e+00,2.348882952671759838e+00
